text,label
set up a timer for the coffee maker right away,2
activate the heater right away,0
could you turn on the speaker,0
initiate a timer for the oven as soon as possible,2
enable the fan as soon as possible,0
I'd like to activate the electric kettle right away,0
start a timer for the electric kettle right away,2
map the heater right away,3
could you connect the coffee maker kindly,3
I'd like to deactivate the electric kettle kindly,1
set up a timer for the coffee maker kindly,2
set up a timer for the air conditioner right away,2
set up a timer for the oven right away,2
assign the oven as soon as possible,3
switch off the humidifier now,1
could you set a timer for the coffee maker immediately,2
deactivate the pump right away,1
shut down the coffee maker,1
start a timer for the humidifier as soon as possible,2
start a timer for the coffee maker at your earliest convenience,2
I'd like to link the light at your earliest convenience,3
I'd like to deactivate the speaker immediately,1
disable the light kindly,1
I'd like to schedule the pump at your earliest convenience,2
I'd like to deactivate the air conditioner as soon as possible,1
initiate a timer for the television,2
connect the refrigerator at your earliest convenience,3
turn off the coffee maker now,1
pair the pump kindly,3
could you turn on the electric kettle immediately,0
link the robot vacuum as soon as possible,3
enable the speaker immediately,0
connect the oven right away,3
enable the speaker kindly,0
please set a timer for the fan at your earliest convenience,2
initiate the fan at your earliest convenience,0
please turn off the microwave right away,1
could you connect the refrigerator,3
please turn on the fan now,0
assign the humidifier kindly,3
I'd like to deactivate the washing machine at your earliest convenience,1
switch on the microwave now,0
please turn off the heater kindly,1
initiate a timer for the coffee maker kindly,2
shut down the electric kettle right away,1
associate the coffee maker at your earliest convenience,3
start a timer for the robot vacuum as soon as possible,2
start the electric kettle kindly,0
connect the robot vacuum at your earliest convenience,3
map the television immediately,3
set a timer for the speaker immediately,2
switch off the oven immediately,1
could you set a timer for the light kindly,2
assign the pump kindly,3
link the air conditioner as soon as possible,3
configure the timer for the microwave at your earliest convenience,2
deactivate the heater immediately,1
could you connect the light,3
I'd like to deactivate the refrigerator right away,1
pair the humidifier right away,3
configure the heater right away,3
I'd like to deactivate the pump right away,1
associate the fan immediately,3
configure the timer for the speaker now,2
deactivate the humidifier,1
turn off the coffee maker as soon as possible,1
begin a timer for the washing machine right away,2
switch off the light as soon as possible,1
deactivate the electric kettle,1
deactivate the microwave now,1
schedule the fan right away,2
initiate a timer for the oven immediately,2
switch on the fan now,0
configure the light immediately,3
activate the air conditioner immediately,0
turn on the speaker,0
deactivate the pump kindly,1
initiate the television kindly,0
I'd like to deactivate the light as soon as possible,1
switch on the coffee maker at your earliest convenience,0
I'd like to link the humidifier right away,3
connect the humidifier kindly,3
I'd like to deactivate the microwave as soon as possible,1
could you set a timer for the heater kindly,2
power up the electric kettle kindly,0
configure the timer for the television,2
configure the microwave immediately,3
configure the coffee maker right away,3
please map the oven immediately,3
initiate the robot vacuum as soon as possible,0
pair the air conditioner as soon as possible,3
initiate a timer for the fan as soon as possible,2
